text,label,gru_pred,cnn_pred,bert_pred
@Zulfiqar_RGH indeed! though i got some cool shots of some of their sharks and things. ,1,1,1,1
(Hopefully) Going to the movies today!! ,1,1,1,1
Planning on renting my first movie on Apple TV tonight too ,1,1,1,1
"@revbartels and bartels, i'm sorry, i cut you out of my display pic ",0,0,0,0
Yaaay - getting ready to go to the park with my sweet cheeks!  ,1,1,1,1
@TheEllenShow ick.... ,0,1,1,1
I wasn't even in WeHo for 5 min and some guy smacked me in the face...I was on my cell and it few out of my hand and split. My poor nose. ,0,0,0,0
Not feeling it tonight. ,0,0,0,1
@annakayh your not in school ,0,1,0,0
@gorphax84 At least I know who one of those people are ,1,1,1,1
@sereneisflash HUH SERENE?! YOU WATCH HANNAH MONTANA ALREADY?!?!?!!?! FUCK YOU ,0,0,1,1
studyingggg ;; taking exam ;; foooooooood ;; class ;; studyingggg again. o joy ,0,1,1,0
@PaigeTJohnson I hate my biological father too ,0,0,0,0
OAR Wednesday at 7!!! cant wait ,1,0,0,0
"@jordanbartowski LOL! I wish you success , my friend ",1,1,0,1
@adecembertruth awww id love to go... but i cant. ,0,0,1,0
http://bit.ly/IULNA  -- Apple Macbook Pro 17\&quot; 2009 - Screen capture failure   Any ideas why it does this from time to time??,0,1,0,1
a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...  ,0,0,0,0
Very sad day. ,0,0,0,0
@r0ckcandy ooo dickie pics...dont mind how bad they are really ,1,0,1,0
"Morning #spotify session. Looking forward to the prom tonight, wondering if the food will be good ",1,1,1,1
man. me n the girls shulda went out. we anit even go bowling.  instead im hme. gettin lazy lol,0,0,0,0
@markmcwilliams Majorca mate. Nice and hot ,1,1,1,1
@belleann someone took or stole my silver camera you used cuz its not in my bag anymore  im' so friggin PISSED!,0,0,0,0
Going to bed. Early Morning. My bf Goes out to eat and meets my family for the 1st time...SCARY!!!! ,1,1,1,0
@KristenCampisi hi love...Twitter is being wierd with my pic right now too! ,0,1,1,0
really does miss her man. ,0,0,0,0
@jasongaunt http://twitpic.com/7gg7z - How rude ,1,1,1,0
i'm studying maths   It sucks big time,0,0,0,0
If Rajan Rondo and Ray Allen go to Detroit Pistons..I will be really pissed!!!! ,0,0,1,1
O-K  now im going 2 go on youtube. cuz im bored -_- haha laterzzz ,1,0,0,0
@angelneptustar I'm quite sure he twittered it *lol* ,1,1,1,0
Today is a good day. ,1,1,1,1
@JacobLovie Yeah! Its nice that @Schofe replies to people voluntarily. And your lucky to have the big man following you ,1,1,1,1
just watched &quot;Wanted&quot;. one crazy movie... really good! ,1,1,1,1
@SANDYRAHRAH i'm so sorry for your loss sandra ,0,0,0,0
"ah -- that's an old idea and  already sounds top-down, centralized, academic in it's obviousness  Google sleep tight ",1,1,0,0
good day &lt;3. lol running through the fountains  love you all (:,1,1,1,1
@Sixverstein I know you don't mean it that way but it always feels little like you're having dig at me about the eucl when you say that ,0,1,1,0
"Got let out off college early today! Finished at 1, home for 1:30, tennis on at 1:32! Now this is more like it ",1,0,0,1
@Seancon EXACTLY! I'm dying here. ,0,0,0,0
Transferring some songs to my celphone ,1,1,1,1
@IAmBeeAye i think that you will get to that point....it shouldn't be that hard especially if you got skills ,1,1,1,0
I want salad....but I have no dressing ,0,0,0,1
"@oCassieface lmao!!! Girl, last night was soooo much fun!! We have to get together this week to make jello shots! ",1,1,1,0
Late again. Seriously. Shoot me. ,0,1,1,0
"@SteveHealy hi Steve, thanks for following ",1,1,1,1
"@tommcfly plp are saying that you guys will come back to brazil in october, is that true? ",1,1,1,1
Taking a shower :X No picture for ya &gt; see ya in a bit ,1,1,1,0
"The Horrible Slow Murder with the Extremely Inefficient Weapon, http://tinyurl.com/nv65nq ",1,0,0,0
"@StephenMulhern BGMT is hilarious! gonna miss it haha, have you got anything else lined up soon? dont think i can wait a wholleee yeear  x",1,0,0,0
started the graduation song ,1,1,1,0
@jpsale good luck! and dont forget the rings ,1,1,1,0
"@jabogan LOL, why creepy?  ok with me... bummer, school Moodle is down prob'ly due to upgrade at DET this w'end - back Tue, sorry ",0,0,0,0
"@jishanvn mua luï¿½n MBP 15 ?i, unibody bï¿½ quï¿½ ",1,1,1,0
@KCKORGEOUS wtf happened to you?!?!  today was busy busy busy and i've done more math than anyone should. still unprepared though. oh well,0,0,0,0
@sillywalrus  dont know...,0,0,0,0
"The neighbors were setting off fireworks last night. It took me half an hour to get the dog out from under the bed, he was so scared ",0,0,0,0
"@tweetforatat Unfortunately, no!  Still have lots of packing to do... And thanks darling! ",0,1,1,0
I really need to go to the hospital. I think smoking has finally taken it's effect on me. ,0,0,0,0
"Off to watch a little TV.....finish up dinner dishes, and turn in 4 the evening ~ see you guys bright and early in the morning!  ttfn ",1,1,1,0
@thorobredprez $1600 IN 6 DAYS??.....IM DISSAPOINTED  ...NOT GONE CUT IT B,0,0,0,0
"Spending as much time with the puppies as I can, since today is my last day with them ",0,0,1,0
@HilzFuld super. ,1,1,1,1
@MyaLeaha you're welcome chick!  i love you! p.s. yeaayyy no brooklyn for you shawty! hahah,1,1,1,0
revising for bio test tomo   sheesh last week of school n we get a flipin test.,0,0,0,0
Bear garden was fun!  now off to bbq  chicken.,1,1,1,1
@BRHuney after 2:30... I don't Know if ill make the appointment with u ,0,0,0,0
@ministrygrounds both Neil- swapping houses with mum. Moving into an empty house would've been much easier ,0,0,1,0
lolz cg &amp; sk I hope you're on the beach at catalina cuz you should! but if you're deep in LA I hope you don't just for safety's sake ,1,0,1,0
I want some Chocolate ,0,0,0,1
"Hello my birthday is coming up on June 23d. Can't wait!!!  Going to bed, school, idk maybe youtube, WoW or something...",1,0,1,0
&quot;...she may be the beauty of the beast....&quot; â¥ the song. Note: I'm not Twitting. Just blipping.  â« http://blip.fm/~7jffc,1,1,1,0
"forgot to wake little one up for toilet before I went to bed last night, now I have lots  of bedding to wash. ",0,0,0,0
@mandeewidrick  standard turnaround is 2 weeks... rushing stuff is pricey ,0,1,1,0
yay for whap SUCCESS. ,1,1,1,1
hardest day of finals ,0,1,1,1
playin musical chairs ,1,1,1,0
Goodnight ,1,1,1,0
Watching NCIS. ,1,1,1,1
@bramzo yeah haha and who's going for the trip?  cool idea though! we should make a #twoot event! like #twink #twoot,1,1,1,0
Have to go make lunches for tomorrow. Right when I wanted to watch the movie ,0,0,1,1
yeahhh Orlando  &amp; naw Lakers won't stop them either. via NBA on http://www.tnt.tv/sports/nba/playoffs09,1,0,0,1
"Oh, do I love your choice in music, @MsKittyCullen  ? http://blip.fm/~4ojza",1,1,1,1
I don't like to play games ,0,0,0,0
"@Reagh4 hehe i'm doing just fiiiiine!!! i am soooo tired though, bed time ",1,0,0,0
"@christft http://twitpic.com/4hiyh - aww, this picture is so cute  Hope is stops for the time you start playing! ;)",1,1,1,0
@JadoreMarmite Excellent - hope you have a good day ,1,1,1,1
"@RustyRogers If I like them, I will buy them honest ",1,1,1,1
Off to work in an hour oh yay. Gunna roast to death ,0,1,1,0
I wish I was chillin with @karahhh before she leaves ,0,0,0,1
im back!!. sorry been so busy  ahhh this is goner be a BUSSSYSYYYY WEEEK. =l  my life gets hecktic starting from NOW.,0,0,0,0
@hapagal they look really good with black pants ,1,1,1,1
My dumb parents wont let me use the car  bahaha,0,0,0,0
yes both wasps and the people on trisha are scary ,1,1,1,1
marcmalkin from E!I hear robert pattinson is not going to be on red carpet 2day.   (X17Live live &gt; http://ustre.am/39qb),0,0,0,1
eating fruity pebbles  YUMMY,1,1,1,0
@stefichiu i love that song ,1,1,1,1
"@rawkinalien0917 i smell 'selos'. hihi  kidding. Uh, tsokay i guess. ;;) Pero diba.. FAITHFUL .. LOYAL.. )",1,1,0,0
Waiting for Samuel to come getme ,1,1,1,0
Saw a cat with no eyes at petcetra ,0,0,0,0
@AlexAllTimeLow is the new mag. Out? And love the new songs its gunna be huge but no offense hello brooklyn is. &quot; ok&quot; could be better ,0,1,1,0
 good to hear from you,1,1,1,1
Ahh flight delayed til 320 ,0,0,1,0
@yoadrian29 neither...i'm an M.D...i was getting my training there! ,1,0,0,0
@TamsynTweetie hope hospital went okay (after the meals on wheels knock) ,1,0,1,0
@SammieSparrow lol odds on ill probably lose this along with my bloody phone ,0,0,0,0
"Hes not my, thats so obvious ",0,1,1,1
"is in rabbit fur at work, wish I could work at my manager's office. She likes it warm, programmer likes it cool ",0,0,0,0
@its_dolly_cake goooood ,1,1,1,0
@SatanzMantra very blunt and straight forward ,1,1,1,1
Busog.. Thanks McDo ,1,1,1,1
we didn't end up going.      going 2 brittannie's house soon.,0,0,0,0
washing the car has been accomplished yayy ,1,0,0,0
@mynamebemichael i shouldve stayed cause now i cant fall asleep ,0,0,0,0
"11:11, I wish for you &lt;33 ",1,0,0,1
i am in my new apartment in kville with the best man in the world and my twin  it was a good day i would say!,1,1,1,1
@BlakeLewis you were amazing yesterday at pride! just wanted to let you know ,1,1,1,1
Off to school very soon. Have a great day everyone ,1,1,1,1
At a party for my friend libby's graduation. Might have to left before she gets here ,0,0,0,1
"Working with Joe Shrank. At 239, Lancaster, PA. Electricity just turned off ",0,0,1,0
"uugh, this just made me cry  http://bit.ly/12CwaI",0,0,1,0
London Dev Meet awesomeness ,1,1,1,1
mourning for my grand duo blush. ,0,1,0,1
"@phocks oh  i thought u meant personally, lol - good luck with the prizes - gave u a thumb's up in the voting ",1,1,1,0
@realnetta: will be praying all day ,1,1,1,0
Last day ever of pe.  PS: hot cheetos are what's up and text me! I'm bored. Lol.,1,0,0,0
Nah its all good yea that's fine. Just good for a laugh. ,1,1,1,0
i'm gonna head to work. then from there to work again. well wish i wasn't working  i want a lazy dvd day ,0,0,0,0
@jumpygirl Thanks for helping to spread the word! ,1,1,1,1
"Bite off more than you can chew, then chew it ",1,1,1,0
@OBrevealed looks like they're predicting showers for the rest of the week. Sorry vacationers.  ,0,0,0,0
@HootyMcBoon I'll take that as a compliment ,1,1,1,0
Everything is kinda shitty right now. But within the next hour it should be better ,1,0,1,0
"One goldfish says to the other, &quot;If there's no God, who changes our water every week?&quot;  (Thnx Lotay",1,0,0,0
"Testing out custom made Twitter backgrounds.  Just updated this one, with a draft, of course ",1,1,1,0
@melgal7 omg... hope that this is not true... it'll suck if it is!!! ,0,0,0,0
On the way to Teeside park. New @Jonasbrothers album on. ,1,1,1,1
Pursuing a new business venture. Nervous and excited. ,1,1,1,0
Just listed Black Amber &amp; Lavender.   http://bit.ly/cAlX0,1,1,1,0
Is on his palm pre but gotta go to work n a lil bit  sucks...,0,0,0,0
Jigeum Mannareo Gamnida is probably the most touching Korean song I have heard. ,1,1,1,0
@munozjose That one girl who is smart but likes hiphop in HSM. haha ,1,1,1,1
Glad you're feeling better homie! Take it easy &amp; be safe at work. I'm not gonna see you today! ,0,1,1,0
gotta back to my books  bye cool life.,0,1,1,1
Elmination Dinner  ready to win some money!,1,1,1,1
"@NHEXPERIENCE Thanks Nick, how are you doing? Late night for you! ",1,1,1,1
@glasscase we can't hang on wednesday  but thursday y/n?,0,0,0,0
@wendilynnmakeup LOL at that waffle pic.  The Corn flakes were amusing too.  Still awake and I have a headache ,0,0,0,0
Time for bed falling asleep long day tomorrow... Ima be so sore I can't already feel it.. ,0,0,0,0
in Lewie's spare room/mini studio. hes recording his new song  its good! this room is so cool its got loads of pictures on da walls,1,1,1,0
@irenerencsi quite time on twitter? ,1,1,1,0
@CrownRoial  o0o thats good ,1,1,1,0
@NGbaby I been wantin to delete my shit for a min but I jus can't do it... Facebook is wack now though ,0,0,0,0
@ramsin_taffles I'm not sure!  coz im going to Miley in december and jb the day before so its going to be expenisve  sorry!! ,0,0,0,0
@ajisreal lmao! Did you boo? Aww man!! Where's the twiggin love? ,0,0,0,0
@skinthiwatt skipppppppp hey dude  hows u? did you get my email?,1,1,1,1
Setting up an network. ,0,1,1,0
Wish I had something to do!!! ,0,0,0,1
HAPPY EASTER (orthodox easter that is) ,1,1,1,1
Arrghhh!! Scary bikini lady! Stop FOLLOWING me  Dang.,0,1,1,0
@gailbrand please tell me everything gonna be ok Gail. I'm fretting like an idiot after the last few days at Westminster ,0,1,1,0
I really don't get this ,0,0,0,0
"@CyberWasteland Eh. Like I said, I want Doctor Who : The Video Game, not Doctor Who : Buckets of Blood. ",1,0,0,1
scared of swine  lolz.,0,1,0,0
talking with my friend laura! por msn  jejeje ........,1,1,1,1
"is now at school! About to take the ECAs, &quot;LAME!&quot; (Steal from Brennan) Good Job LC and you too Brennan! ",1,1,1,0
probando tweetie... excelente ,1,1,1,1
@kirwenn where did you gooo this morning! I wanted to watch the end of the mooovieee ,0,0,0,0
Omg they just said they're filming it  imma be famous!,1,0,0,1
"tidying up, washing and learning.... I hate dietetics.. arghhh.. ",0,0,0,0
still looking for new music.... especially new artists ,1,1,1,1
@danni11 haha yea we r. im watching lie to me its really good ,1,1,1,0
Heard the sad news. I suppose no more Lebron v. Kobe commercials ,0,0,0,1
"Driving lesson at 6 though, so I cant venture too far ",0,0,0,0
Worked my way through a big bag of crisps ,0,1,1,0
watching the last ER with ma mam  sooo sad  x x,0,0,0,0
GRADUATING! It's been a great 4 years ,1,1,1,1
"@GrahmZilla arrived yesterday! so, we just missed each other  did u have fun?",0,0,0,0
@bronxelf I'm sure you've seen quite a lot. I'll just take your word for it. ,1,1,1,0
getting ready for renee anf kris wedding ! ,1,1,1,1
On the phone with the chinkiest Asian man  &quot;sheeet thee feeeck uppp&quot;,0,0,0,0
@littleh77 i'd love to go to wimbledon but its impossible to get tickets ,0,1,1,0
My dad is packing a bag. This makes me sad. I know he's going somewhere without me. ,0,0,0,0
"Another day Ill, ",0,1,1,0
@jenandhearts   ,0,1,1,1
really need to get up and do some work but i honestly don't feel well enough to move ,0,0,0,0
"New textures Posted for free download. http://www.flickr.com/photos/themacguy2k/ Download, enjoy, be creative!! Comment if you like!! ",1,1,1,1
exam week is coming  nervous.,0,0,1,0
@KaiserBuckbean cause it slid out of place so he had to fix it    I wonder if that's wat it feels like to get shot?,0,0,0,0
@Justpolina ...and hairy! ,1,1,1,0
In the car with the parentals and my sister im dying!! Somebody anybody text me!! She is killing me softly ,0,0,0,0
i hate watching romantic comedies by myself   when's my romantic comedy gonna start??,0,0,0,0
"@CormacOfFleetSt Haha fail @ you dropping the phone on your face, silly. ",1,0,1,0
dang... its kinda early. ,1,0,1,0
 i broke my microphone ,0,0,0,0
"@VictoriaDahl TY will check it out when i get home.Have been following student tweeters, but silent for awhile now. ",0,1,1,0
"@ohnoitsadam Oh wow, I has a stalker! That's new. ",1,1,1,1
I think i'll go to bed now (: I'm hungry though..i'm always hungry ,0,0,0,0
I'm really liking Twitter now. No Twitter = ,0,0,0,1
better finish off an order for this little guy first tho   http://tinyurl.com/cltln9 Time to go   Cheerio an Drasda!,1,1,1,1
@Suphii I still think you should take the picture down. Please. ,0,1,1,1
lmfao @ t-pains &quot;Big Ass Chain&quot; ...I could do so much with 410K ,0,1,1,0
"i love waggamammas food though i still feel full from last night, yum ",1,0,1,0
Out for margaritas with dan and will ,1,1,1,1
is back from school!  http://plurk.com/p/tpyqn,0,0,0,0
"Arizona is getting pounded by Alabama, this is painful to watch ",0,0,1,0
Dude you shouldn't be tweeting while playing hopscotch.. ,1,1,1,0
"damn you Jericho  why try to unmask Rey, that is his identity",0,0,0,1
Suffering the wrath of 3 am Steak-n-Egger spicy fries.  A little upset that this weekend is about to be over ,0,0,0,0
@CalebLewis144 http://twitpic.com/7idyc - i this is the cutest picture i have ever seen in my life ,1,1,1,1
grrrrrr.. headache!! ,0,0,0,0
@jordanknight can't wait to see you at the NJ show this Saturday!!! ,1,0,1,1
out of the shower.. wish i was goin surfing.  but nooo.. im goin to eat chinese in a bit.,0,1,0,0
Still upset over the truism (?) behind 'ride the white pony' ,0,0,0,0
spanish ib tomorrow  hardcore study time,0,0,0,0
Headed back to AZ ,0,1,1,1
@edenmariee poor eden  what did you do now?,0,0,0,0
wanted to be at Capatals summertime ball!  ,0,0,1,1
Watching MTV boxset featuring PCD .. they will have a concert here in Philippines. They're great dancer ... and singer lolx! peace ,1,1,1,1
@alanakhea WELCOME TO THE TWITTER CLUB ,1,1,1,1
just chillin in bed but feel pretty crap as the girl i really love i had to delete as i dont knw if its working  badtimes....,0,0,1,0
ahh im gonna go to bed and sleep wats left of star wars day  sigh,0,0,1,0
"again, picking another outfit, for another horrid day.   and for my speech...u know idk..idc anymore. i wish troy wasn't going for vp. ...",0,0,0,0
@wyclef Twitter Time ,1,1,1,1
@cassidycullenx im great thanx!!! wats it like in the us at the moment? ,1,1,1,0
@vickytcobra you should probably take a photo if that and twitpic for everyone benefit ,1,1,1,1
I think I miss you ,0,0,0,0
@iCeleBRITy i have a 3 charger and i see how u do me i had dibs fist  but wat kan i do wit sprint if im tmobile kum on britt lol,0,0,1,0
Got a lovely dm from a random person telling me how great I am... It was intended for @DaveJMatthews ,0,1,1,1
@SuperVegan i LOVE pf changs! their lettuce wraps are great. i just feel so upset that i trusted these were vegan (based on many sources) ,0,0,0,1
Askem is liked his walk to April's house   Hope it's nice out tonight... http://apps.facebook.com/dogbook/profile/view/742943,1,1,1,1
@shaunie02 kk!! Girl I have the worse wrk schedule @ hospital this wk thurs-sun 2-10...ugh and tomorrow off this weds tho ,0,0,0,0
@Serentonin sorry don't have a recorder  you should try &amp; get those channels though.,0,0,0,0
@11Phoenix really?! I was gonna go 2 my 1st game this year! ,0,1,1,1
Had to bail on a 16 miler after 6. Thinks he is getting tendinitis in his calves. ,0,0,0,0
"@Layzz13 nah, it's really not a problem hehe. i'd love to make it. ",1,1,1,0
"@hermanos but that's about Reborn 1, not Cap600. Think I'm trying to make a pedantic point that only I think is important. I should stop. ",1,0,0,0
uughhh...i'm eating to much and feel queasy ,0,0,1,0
@BillohBill *whispers from bed* I'm not either. ,0,0,1,0
Work needs to end ,0,0,0,0
Anyone knows what a flashing power light on a G3 iMac means? Even Apple doesn't ,0,0,0,0
hello arjanne :&gt;... since you used my account im using yours ) wheeeeee my mouth hurts cause of my braces .. new wire  - patrice,0,0,0,0
Is still depressed that Nadal lost ,0,0,0,1
"thinks she may, literally, be dying!! AAARRRRGGHHH!!! Shall never drink again!! ",0,0,0,0
Packing ,0,1,0,0
"@terrywygal got my brownies from you &amp; Bev. Evil, Evil, Evil  and the kids say THANKS - 1 for Each of us, LOL (whew, glad there are 4!)",1,1,1,0
Where's the party at tonight? Soooooo bored ,0,1,1,0
new all time low song is sweet  can't wait for Nothing Personal,1,1,1,0
..have to say goodbye and say my sorry's to a great buyer ,0,1,1,1
class  yuck. and my stomach doesnt feel well that will make this 2.5 hour class so so fast,0,0,0,0
"Did some gardening, getting ready, church, &amp; then a youth ministry meeting - can't wait until Monday so I can rest at work ",1,0,1,0
sittin' at home alone...Ray went on a death call ,0,0,0,0
I'm not a fan of all day trainings I Novi. I'm one sleepy girl. ,0,1,1,0
wish i hadn't graduated ,0,0,0,0
Working to get WOUB ready for the weekend and then to Bella Vinos to buy wine for the wedding. Our time with Michi comes to a close today ,0,1,1,1
@javajoel if I was 21 I would 4sure come 2 bar room  (where's a fake id when I need 1 ) lmao,1,0,0,0
im only going to be gone for 2 weeks. and i promise ill text ,1,0,0,0
@JaggiVasir Oh dear what to dooo  xx,0,1,1,1
"@NatalieBeauty Damnn that sucks, i ordered it and im getting it tomorrow. i thought i would be great.. ",0,1,0,0
heard about the new handsfree wireless controller for the xbox :p looks awesome! ,1,1,1,1
@NadiaLee Same here! Twittering is just so much more easier than blogging. ,1,1,1,0
listening to the ramones ,1,1,1,1
I have a picture though! So don't worry that you missed out! ,1,0,0,0
"@donaldsng my friend asked me to go pilates again, 'fraid my body cannot take it already. its aching all over ",0,0,0,0
"@lilyenc  yeah, it'd be great. oh i've been itching to find booksactually, want to come with me? when are you free next week?",1,0,0,0
happy mother's day to the best mom in the world...mine!!(L)(L) i miss her ,0,0,1,0
@joelvincent Yes! Glad we got out of there. Copper Peak Logistics rules!!! ,1,1,1,1
@stream4341 HAHAHAHAH what la you!!! @JasonLim tak layan me pun ,0,1,1,0
"Jogging, isnt REALLY that cool, especially if you've got a fever ",0,0,0,0
@PrinceSammie man cant yall n gucci get out here to AZ ,0,0,0,1
been watching Hong Jitong! (korean drama) why do they act sooo good compared to our local stars? ,0,1,1,0
Biggest Congratulations balloon ever! I need to finish school forever more often  http://twitpic.com/4fcuw,1,0,0,0
@g_lifted sounds like it ,1,1,1,1
Got at home then not really sleepy now  damn it!,0,0,0,0
@mareenshere Ouu stop making this smiles  What're you doin'?,1,1,1,0
@suzysmiles Hey chick  x,1,1,1,1
back home. ughh i hate the rainnn ,0,0,0,0
"@AndrewHATEFREE got it got it, thats basically what i did ",1,1,1,1
"@SpeaksBeliefs LOL eye crusties, not cute! But your actions void all non cuteness right now! You go daddy! That's tooooo sweet! ",1,1,1,0
has nothin to wear  FML,0,1,1,0
@coco_ninae Thanks for the follow on Friday... I really should update this more. I update the PurseBlog twitter the most ,1,1,1,1
@Frawlz lol. of course not ,1,1,1,1
@alliewayfilms with ur screenplays?!? Haha it just started getting miserable here! Ok movie about to start. Tweet later! ,1,1,1,0
singing halo  ~STEPHLOVELY~,1,1,1,0
I want my dog to feel better.  ,0,0,0,1
@justinlathrop Not concerned? ,1,1,1,0
i hate finals ,0,0,0,1
I woke up nd I realized I hav a lot of hw nd a lot of shit to study for! Damnn!! ,0,0,0,0
Being dragged round Ikea this morning  Bad times!,0,0,0,0
@pinkachan ...mmmm... blackwawks fan from my chicago days. wings fan due to current local.  do like capitals too!,1,0,1,1
is going to have a productive morning  !,1,1,1,0
I AM SOOOO HAPPPYYYYYYYY THIS IS THE BEST DAY EVER!!!!!!!! AHHHHHHHHH!!!!!!!!!! ,1,1,1,0
Morning everyone .. am thinking whather i go to college today or not!! I have lots of things to do ,0,1,1,0
@elerina What's wrong with it? ,0,0,0,0
Off to home depot. Hopefully ill get my tv mounted tonight ,1,1,1,0
Hills finale and movie awards tonight.....A good t.v. night....now lets hope the kids let me watch in peace..yeah right ,1,1,1,1
"@hollowlegs I'm usually the one sleeping at about 6am, so I don't really mind  How's the hair?",1,0,0,0
@Parascience  but the most spectacular view ive seen in a long time ,1,0,1,1
@marenrocks Oh! its in Montmartre!! &quot;700 m from SacrÃ© Coeur&quot; I LOVED that church!! but they don't have rooms for the whole week I'd go. ,0,0,1,0
To all my newsletter subscribers: check your email tomorrow morning for the latest issue  To sign up visit bit.ly/dNMd4,1,1,1,0
my dad is taking me out for a midnight beer ,1,1,0,1
Back to work tomorrow after 9 day break ,0,1,1,1
How great is it that Pac 10 softball is fading fast? ,1,1,1,1
gone to the park to start off this morning ,1,0,0,0
"i have a play friday at school, we'll be awsome ! ",1,1,1,0
"&quot;What I give to the youth, I give to all... A happy nation.&quot; -Bayani Fernando on the ANC Leadership Forum &gt;&gt; MAJOR LAUGH TRIP!!! ",1,1,1,1
We should challenge columnists &amp; pundits in the Phils to tweet more &amp; summarize their thoughts in 140 char  #timetwitter,1,1,1,1
"Wow, you're ridiculous. ",1,1,1,0
"I made brownies and don't even feel like eating those.  (Which is just as well, having not had any real food.)",0,0,0,0
@bowwow614 I wanna chill poolside ,0,0,0,1
@MaddHouse @alex_mauricio @TimEssary @adamtylerx @JeremyThurber @kaleoden &lt;3 them  #Followfriday,1,1,1,1
@RobertPattz  RobPattinson_ ....that's the real Robert Pattinson thats according to stephenie meyer its not nice to fool people ,0,1,1,1
im sooo bored no one will come over and play with me ,0,0,0,0
water heater broke. no hot water till the plumber gets here. ,0,0,0,0
"urgh, trek through the rain time ",0,1,0,1
just picked the most gorgeous bouquet of Roses.  and now listening to Christina Aguilera's Candyman&lt;3,1,1,1,1
@extorturedsoul sounds awesome! ,1,1,1,1
i'm at emily's ,1,1,1,1
@detroitpro are you looking for a home-based job? would you like to offer your services? please @ or DM me;I'll try to help you find work ,1,0,0,0
 So close...yet so farrrr away.,0,1,1,0
@Aniluck ,1,1,1,1
@StephanieCouch awe poor steph's face. ,0,0,0,0
"@lilyroseallen oh i feel your pain, must be terrible lol ",1,0,0,0
got the book for ap lang gonna start 2night after my homework  i dont want to &amp; im sooo full i cant even think about food till 2morow,0,0,0,0
@xlad Just asked Ian on phone and he said yes....but you are the only one.  x,1,0,0,0
Ohh thats ok  she dropped her frigin trophe :0,1,1,1,0
"@tararobertson @skeskali Oh yes, that's a good strategy too. I imagine having buns of steel &amp; hydraulic cylinders for legs ",1,1,1,0
working on a custom cms for skeedio.. tiring but fun! ,1,1,1,1
@_BellaCullen18_ Like 2 hours away...*still crying &amp; tired* night ttyl ,1,0,0,0
Well i dont know who my dad is  So never relly celebrated fathers day :/,0,0,0,0
ugh. there is nothing to do where i live ,0,0,0,1
Managed to cook dinner perfectly for ren ,1,1,1,1
"Time to start driving shortly. I should make Springfield, MO tonight ",1,1,1,1
Need bed! But no bed at home ,0,0,0,0
"in pain, broke, textiles in 2 days and death is playing on the radio, but still happy ",1,0,0,0
"OK I'm gonna do another drawing tonight, y'all can decide what just DM me the pic and I'll draw it just for you ",1,1,1,0
Found out today that the district is cutting another 4 days from next school year's contracts. There goes another $1200 from my salary. ,0,0,0,0
@Hayday12 keith... im better now ,1,1,1,1
Waiting for some customers to come make me some money!!!  I don't see it happening though.....another dead Sat night in the Swansea Mall ,0,0,0,0
Project Star Trek-Up my Lj has commenced. ,1,1,1,1
i miss my old friends from elementary ans middle school ,0,0,0,0
"Thanks to you now I get, you should know, that I get what I want... since u been gone. ",1,0,1,1
@PaulHarriott Looks like a nice day. Have to work today    how are you doing ?,0,1,1,1
17 years for my mommy and daddy today. ,1,1,1,1
should of  said no---- Taylor Swift playing whilst getting a tan  ,1,1,1,1
"watching the hills, and wondering what im doing tonight! no plans until 3am so i shall go out until then!  xxxo..",1,1,1,0
@WeePunk Aww.. I'm sorry.. can you not work in the pub garden today??!! I would love to bring you along too ,1,1,0,0
"tired, going to catch em ZzZzZ'sss ",1,1,0,0
@NicNac19 I watched it too! But only half  I love Taylor!,0,1,1,0
@handcircus I just sent you an important email! Please check and reply ASAP! ,1,1,1,0
"@BonnieHelen thank you for lettin my no, i think its out pretty soon  cant wait to see it",1,1,1,0
"@tomdotcom_uk it was just a conversation that sparked up earlier, and i was quite curious as to the general feeling about them ",1,0,0,0
@ShawnStJames yes i am sir.  whats uppp?,1,1,1,0
cleaning cleaning cleaning today then working out!  i love not working! ,1,1,1,0
My Vista has lost its Aero!! I can't find it to give it back ,0,0,0,0
@meghantonjes  well at least get a bottle of wine or something!,0,0,1,1
The NY times needs a lesson on how much tweeting is too much. They just lost a follower. Not that they care. ,1,0,0,0
@Paradigmsl LORD WE DECLARE!!! WHO CAN COMPARE! WHO WOULD EVEN DARE? THERE IS NO ONE LIKE YOU!!! thats my song ,1,1,0,0
Jon &amp; Kate are breaking my heart... it' so sad ,0,0,0,1
Just came from food shopping! None of the stores had raw cacao powder thoough  I have to order it online,0,0,0,0
@mcruuman well i dont blame you i cant afford kleenex!!!  haha....the occasional sneeze and watery eyes....what a hot look :|,0,0,0,0
I don't want shaggy to graduate.  as horrible as that sounds lol.,0,0,0,0
"@aaamylee Bacon, eggs and hash browns OK? ",1,1,1,1
Just got back to wright state starting to clean my room ,0,0,1,1
On Tuesday evening weâll do a live demo of the yellowsn0w carrier unlock working on official 3.0 firmware. - iphone dev ,1,0,1,0
Still sick  But I am going to Sunsplash tomorrow w/ my best friend!!!,0,0,0,0
@aplusk tickets to kings of leon ,1,1,1,1
' @crewislife  you want to start the morning later; in New York we can do that  (Californians have it even better),1,1,0,1
@lleeann  not fair i say,0,1,1,1
@SuccessCoaching Just checked the webpage--wish I could attend the breakfast and hear you--have 2 commitments here in Bellingham in AM ,0,0,0,0
